date,home_team,away_team,home_score,away_score,tournament,country,neutral
2001-04-12,Haiti,Saint Lucia,3,2,CONCACAF Ch & Car Cup q,Haiti,False
2001-04-12,Guadeloupe,US Virgin Islands,11,0,CONCACAF Ch & Car Cup q,Haiti,True
2001-04-14,Australia,Fiji,2,0,World Cup qualifier,Australia,False
2001-04-14,Kazakhstan,Macao,3,0,World Cup qualifier,Iraq,True
2001-04-14,Iraq,Nepal,9,1,World Cup qualifier,Iraq,False
2001-04-14,Brunei,United Arab Emirates,0,12,World Cup qualifier,Brunei,False
2001-04-14,Haiti,Guadeloupe,2,0,CONCACAF Ch & Car Cup q,Haiti,False
2001-04-14,Saint Lucia,US Virgin Islands,14,1,CONCACAF Ch & Car Cup q,Haiti,True
2001-04-14,Tonga,Eastern Samoa,5,0,World Cup qualifier,Australia,True
2001-04-15,India,Yemen,1,1,World Cup qualifier,India,False
2001-04-15,Cambodia,Maldives,1,1,World Cup qualifier,Cambodia,False
2001-04-16,Australia,Samoa,11,0,World Cup qualifier,Australia,False
2001-04-16,Nepal,Macao,4,1,World Cup qualifier,Iraq,True
2001-04-16,Iraq,Kazakhstan,1,1,World Cup qualifier,Iraq,False
2001-04-16,Bahrain,Oman,0,1,Friendly,Bahrain,False
2001-04-16,Fiji,Tonga,8,1,World Cup qualifier,Australia,True
2001-04-18,Costa Rica,Venezuela,2,2,Friendly,Costa Rica,False
2001-04-21,Iraq,Macao,5,0,World Cup qualifier,Kazakhstan,True
2001-04-21,Kazakhstan,Nepal,4,0,World Cup qualifier,Kazakhstan,False
2001-04-21,Zambia,Angola,1,1,World Cup qualifier,Zambia,False
2001-04-21,Sierra Leone,Nigeria,1,0,World Cup qualifier,Sierra Leone,False
2001-04-21,Burkina Faso,Malawi,4,2,World Cup qualifier,Burkina Faso,False
2001-04-21,Morocco,Namibia,3,0,World Cup qualifier,Morocco,False
2001-04-21,Senegal,Algeria,3,0,World Cup qualifier,Senegal,False
2001-04-22,China,Maldives,10,1,World Cup qualifier,China,False
2001-04-22,Indonesia,Cambodia,6,0,World Cup qualifier,Indonesia,False
2001-04-22,DR Congo,Madagascar,1,0,World Cup qualifier,DR Congo,False
2001-04-22,Liberia,Sudan,2,0,World Cup qualifier,Liberia,False
2001-04-22,Cameroon,Libya,1,0,World Cup qualifier,Cameroon,False
2001-04-22,Ivory Coast,Congo,2,0,World Cup qualifier,Ivory Coast,False
2001-04-22,Mozambique,Lesotho,1,0,Friendly,Mozambique,False
2001-04-23,Kazakhstan,Macao,5,0,World Cup qualifier,Kazakhstan,False
2001-04-23,Uzbekistan,Taiwan,7,0,World Cup qualifier,Uzbekistan,False
2001-04-23,Iraq,Nepal,4,2,World Cup qualifier,Kazakhstan,True
2001-04-23,Turkmenistan,Jordan,2,0,World Cup qualifier,Uzbekistan,True
2001-04-24,South Korea,Iran,1,0,Friendly tournament,Egypt,True
2001-04-24,Egypt,Canada,3,0,Friendly tournament,Egypt,False
2001-04-24,Panama,Haiti,2,0,Friendly,Panama,False
2001-04-24,Belize,Nicaragua,2,0,Friendly,Belize,False
2001-04-24,Chile,Uruguay,0,1,World Cup qualifier,Chile,False
2001-04-24,Ecuador,Paraguay,2,1,World Cup qualifier,Ecuador,False
2001-04-24,Venezuela,Colombia,2,2,World Cup qualifier,Venezuela,False
2001-04-24,Georgia,Israel,3,2,Friendly,Georgia,False
2001-04-25,Spain,Japan,1,0,Friendly,Spain,False
2001-04-25,Lebanon,Philippines,3,0,Friendly,Lebanon,False
2001-04-25,Nepal,Macao,6,1,World Cup qualifier,Kazakhstan,True
2001-04-25,Jordan,Taiwan,2,0,World Cup qualifier,Uzbekistan,True
2001-04-25,Kazakhstan,Iraq,1,1,World Cup qualifier,Kazakhstan,False
2001-04-25,Uzbekistan,Turkmenistan,1,0,World Cup qualifier,Uzbekistan,False
2001-04-25,Italy,South Africa,1,0,Friendly,Italy,False
2001-04-25,United States,Costa Rica,1,0,World Cup qualifier,United States,False
2001-04-25,Trinidad and Tobago,Mexico,1,1,World Cup qualifier,Trinidad and Tobago,False
2001-04-25,Jamaica,Honduras,1,1,World Cup qualifier,Jamaica,False
2001-04-25,Bolivia,Argentina,3,3,World Cup qualifier,Bolivia,False
2001-04-25,Brazil,Peru,1,1,World Cup qualifier,Brazil,False
2001-04-25,Poland,Scotland,1,1,Friendly,Poland,False
2001-04-25,Austria,Liechtenstein,2,0,World Cup qualifier,Austria,False
2001-04-25,Hungary,Finland,0,0,Friendly,Hungary,False
2001-04-25,Czechia,Belgium,1,1,Friendly,Czechia,False
2001-04-25,France,Portugal,4,0,Friendly,France,False
2001-04-25,Switzerland,Sweden,0,2,Friendly,Switzerland,False
2001-04-25,Netherlands,Cyprus,4,0,World Cup qualifier,Netherlands,False
2001-04-25,Norway,Bulgaria,2,1,Friendly,Norway,False
2001-04-25,Yugoslavia,Russia,0,1,World Cup qualifier,Yugoslavia,False
2001-04-25,Denmark,Slovenia,3,0,Friendly,Denmark,False
2001-04-25,Moldova,Estonia,0,0,Friendly,Moldova,False
2001-04-25,Romania,Slovakia,0,0,Friendly,Romania,False
2001-04-25,Latvia,San Marino,1,1,World Cup qualifier,Latvia,False
2001-04-25,Turkey,Albania,0,2,Friendly,Turkey,False
2001-04-25,Ireland,Andorra,3,1,World Cup qualifier,Ireland,False
2001-04-25,Croatia,Greece,2,2,Friendly,Croatia,False
2001-04-25,Malta,Iceland,1,4,World Cup qualifier,Malta,False
2001-04-26,United Arab Emirates,India,1,0,World Cup qualifier,United Arab Emirates,False
2001-04-26,Canada,Iran,1,0,Friendly tournament,Egypt,True
2001-04-26,Egypt,South Korea,1,2,Friendly tournament,Egypt,False
2001-04-26,Belize,Nicaragua,2,1,Friendly,Belize,False
2001-04-27,Turkmenistan,Taiwan,5,0,World Cup qualifier,Uzbekistan,True
2001-04-27,Uzbekistan,Jordan,2,2,World Cup qualifier,Uzbekistan,False
2001-04-27,Yemen,Brunei,1,0,World Cup qualifier,Yemen,False
2001-04-28,Maldives,China,0,1,World Cup qualifier,Maldives,False
2001-04-28,Bangladesh,Bhutan,3,1,Friendly,Bangladesh,False
2001-04-28,Congo,Madagascar,2,0,World Cup qualifier,Congo,False
2001-04-29,Cambodia,Indonesia,0,2,World Cup qualifier,Cambodia,False
2001-04-29,Mozambique,South Africa,0,3,COSAFA Cup,Mozambique,False
2001-04-30,Syria,Philippines,12,0,World Cup qualifier,Syria,False
2001-04-30,Oman,Laos,12,0,World Cup qualifier,Oman,False
2001-05-03,Jordan,Taiwan,6,0,World Cup qualifier,Jordan,False
2001-05-03,Uzbekistan,Turkmenistan,5,2,World Cup qualifier,Jordan,True
2001-05-04,Syria,Philippines,5,1,World Cup qualifier,Syria,False
2001-05-04,Yemen,India,3,3,World Cup qualifier,Yemen,False
2001-05-04,Oman,Laos,7,0,World Cup qualifier,Oman,False
2001-05-04,United Arab Emirates,Brunei,4,0,World Cup qualifier,United Arab Emirates,False
2001-05-04,Algeria,Morocco,1,2,World Cup qualifier,Algeria,False
2001-05-05,Uzbekistan,Taiwan,4,0,World Cup qualifier,Jordan,True
2001-05-05,Jordan,Turkmenistan,1,2,World Cup qualifier,Jordan,False
2001-05-05,South Africa,Zimbabwe,2,1,World Cup qualifier,South Africa,False
2001-05-05,Madagascar,Tunisia,0,2,World Cup qualifier,Madagascar,False
2001-05-05,Sierra Leone,Ghana,1,1,World Cup qualifier,Sierra Leone,False
2001-05-05,Nigeria,Liberia,2,0,World Cup qualifier,Nigeria,False
2001-05-05,Saint Kitts and Nevis,Puerto Rico,2,0,Friendly,Saint Kitts and Nevis,False
2001-05-06,Cambodia,China,0,4,World Cup qualifier,Cambodia,False
2001-05-06,Maldives,Indonesia,0,2,World Cup qualifier,Maldives,False
2001-05-06,Egypt,Senegal,1,0,World Cup qualifier,Egypt,False
2001-05-06,Togo,Zambia,3,2,World Cup qualifier,Togo,False
2001-05-06,Congo,DR Congo,1,1,World Cup qualifier,Congo,False
2001-05-06,Angola,Cameroon,2,0,World Cup qualifier,Angola,False
2001-05-06,Saint Kitts and Nevis,Puerto Rico,4,1,Friendly,Saint Kitts and Nevis,False
2001-05-07,Oman,Philippines,7,0,World Cup qualifier,Oman,False
2001-05-07,Syria,Laos,11,0,World Cup qualifier,Syria,False
2001-05-07,Turkmenistan,Taiwan,1,0,World Cup qualifier,Jordan,True
2001-05-07,Jordan,Uzbekistan,1,1,World Cup qualifier,Jordan,False
2001-05-09,Estonia,Finland,1,1,Friendly,Estonia,False
2001-05-09,Georgia,Azerbaijan,1,0,Friendly,Georgia,False
2001-05-10,Trinidad and Tobago,Grenada,5,3,Friendly,Trinidad and Tobago,False
2001-05-11,Oman,Philippines,2,0,World Cup qualifier,Oman,False
2001-05-11,Syria,Laos,9,0,World Cup qualifier,Syria,False
2001-05-11,Yemen,United Arab Emirates,2,1,World Cup qualifier,Yemen,False
2001-05-12,Brunei,India,0,1,World Cup qualifier,Brunei,False
2001-05-13,China,Indonesia,5,1,World Cup qualifier,China,False
2001-05-13,Lebanon,Pakistan,6,0,World Cup qualifier,Lebanon,False
2001-05-13,Thailand,Sri Lanka,4,2,World Cup qualifier,Lebanon,True
2001-05-15,Lebanon,Sri Lanka,4,0,World Cup qualifier,Lebanon,False
2001-05-15,Thailand,Pakistan,3,0,World Cup qualifier,Lebanon,True
2001-05-15,Jamaica,Martinique,1,0,CONCACAF Ch q & Car Cup,Trinidad and Tobago,True
2001-05-15,Trinidad and Tobago,Barbados,5,0,CONCACAF Ch q & Car Cup,Trinidad and Tobago,False
2001-05-16,Haiti,Saint Kitts and Nevis,7,2,CONCACAF Ch q & Car Cup,Trinidad and Tobago,True
2001-05-16,Cuba,Suriname,4,3,CONCACAF Ch q & Car Cup,Trinidad and Tobago,True
2001-05-17,Lebanon,Thailand,1,2,World Cup qualifier,Lebanon,False
2001-05-17,Pakistan,Sri Lanka,3,3,World Cup qualifier,Lebanon,True
2001-05-17,Trinidad and Tobago,Jamaica,2,1,CONCACAF Ch q & Car Cup,Trinidad and Tobago,False
2001-05-17,Martinique,Barbados,3,1,CONCACAF Ch q & Car Cup,Trinidad and Tobago,True
2001-05-18,Syria,Oman,3,3,World Cup qualifier,Syria,False
2001-05-18,United Arab Emirates,Yemen,3,2,World Cup qualifier,United Arab Emirates,False
2001-05-18,Haiti,Suriname,1,1,CONCACAF Ch q & Car Cup,Trinidad and Tobago,True
2001-05-18,Cuba,Saint Kitts and Nevis,1,1,CONCACAF Ch q & Car Cup,Trinidad and Tobago,True
2001-05-19,Laos,Philippines,2,0,World Cup qualifier,Laos,False
2001-05-19,Jamaica,Barbados,2,1,CONCACAF Ch q & Car Cup,Trinidad and Tobago,True
2001-05-19,Trinidad and Tobago,Martinique,1,2,CONCACAF Ch q & Car Cup,Trinidad and Tobago,False
2001-05-20,China,Cambodia,3,1,World Cup qualifier,China,False
2001-05-20,India,Brunei,5,0,World Cup qualifier,India,False
2001-05-20,Tunisia,Ivory Coast,1,1,World Cup qualifier,Tunisia,False
2001-05-20,Lesotho,Swaziland,1,0,Friendly,Lesotho,False
2001-05-20,Cuba,Haiti,0,0,CONCACAF Ch q & Car Cup,Trinidad and Tobago,True
2001-05-20,Saint Kitts and Nevis,Suriname,4,0,CONCACAF Ch q & Car Cup,Trinidad and Tobago,True
2001-05-22,Singapore,New Zealand,3,0,Friendly,Singapore,False
2001-05-22,Haiti,Martinique,5,0,CONCACAF Ch q & Car Cup,Trinidad and Tobago,True
2001-05-22,Trinidad and Tobago,Cuba,2,0,CONCACAF Ch q & Car Cup,Trinidad and Tobago,False
2001-05-23,Macao,Mongolia,4,0,East Asian Games,Japan,True
2001-05-23,Costa Rica,Belize,4,0,N Am Ch q & UNCAF Cup,Honduras,True
2001-05-23,El Salvador,Nicaragua,3,0,N Am Ch q & UNCAF Cup,Honduras,True
2001-05-23,Honduras,Panama,1,2,N Am Ch q & UNCAF Cup,Honduras,False
2001-05-24,Martinique,Cuba,1,0,CONCACAF Ch q & Car Cup,Trinidad and Tobago,True
2001-05-25,South Korea,Cameroon,0,0,Friendly,South Korea,False
2001-05-25,Oman,Syria,2,0,World Cup qualifier,Oman,False
2001-05-25,El Salvador,Panama,2,1,N Am Ch q & UNCAF Cup,Honduras,True
2001-05-25,Belize,Guatemala,3,3,N Am Ch q & UNCAF Cup,Honduras,True
2001-05-25,England,Mexico,4,0,Friendly,England,False
2001-05-25,Trinidad and Tobago,Haiti,3,0,Caribbean Cup,Trinidad and Tobago,False
2001-05-25,Honduras,Nicaragua,10,2,N Am Ch q & UNCAF Cup,Honduras,False
2001-05-26,Philippines,Laos,1,1,World Cup qualifier,Philippines,False
2001-05-26,Lebanon,Pakistan,8,1,World Cup qualifier,Thailand,True
2001-05-26,Thailand,Sri Lanka,3,0,World Cup qualifier,Thailand,False
2001-05-27,Indonesia,China,0,2,World Cup qualifier,Indonesia,False
2001-05-27,Costa Rica,Guatemala,1,1,N Am Ch q & UNCAF Cup,Honduras,True
2001-05-27,Honduras,El Salvador,1,1,N Am Ch q & UNCAF Cup,Honduras,False
2001-05-27,Panama,Nicaragua,6,0,N Am Ch q & UNCAF Cup,Honduras,True
2001-05-28,Lebanon,Sri Lanka,5,0,World Cup qualifier,Thailand,True
2001-05-28,Thailand,Pakistan,6,0,World Cup qualifier,Thailand,False
2001-05-29,Germany,Slovakia,2,0,Friendly,Germany,False
2001-05-30,Australia,Mexico,2,0,Confederations Cup,South Korea,True
2001-05-30,Thailand,Lebanon,2,2,World Cup qualifier,Thailand,False
2001-05-30,South Korea,France,0,5,Confederations Cup,South Korea,False
2001-05-30,Sri Lanka,Pakistan,3,1,World Cup qualifier,Thailand,True
2001-05-30,Costa Rica,Panama,2,1,N Am Ch q & UNCAF Cup,Honduras,True
2001-05-30,El Salvador,Guatemala,0,0,N Am Ch q & UNCAF Cup,Honduras,True
2001-05-31,Japan,Canada,3,0,Confederations Cup,Japan,False
2001-05-31,Brazil,Cameroon,2,0,Confederations Cup,Japan,True
2001-06-01,Australia,France,1,0,Confederations Cup,South Korea,True
2001-06-01,South Korea,Mexico,2,1,Confederations Cup,South Korea,False
2001-06-01,Algeria,Angola,3,2,African Nations Cup qualifier,Algeria,False
2001-06-01,Guatemala,Costa Rica,2,0,N Am Ch q & UNCAF Cup,Honduras,True
2001-06-01,El Salvador,Panama,1,1,N Am Ch q & UNCAF Cup,Honduras,True
2001-06-02,Japan,Cameroon,2,0,Confederations Cup,Japan,False
2001-06-02,Kenya,Morocco,1,1,African Nations Cup qualifier,Kenya,False
2001-06-02,Uganda,Togo,0,3,African Nations Cup qualifier,Uganda,False
2001-06-02,Zambia,Namibia,0,0,African Nations Cup qualifier,Zambia,False
2001-06-02,Nigeria,Madagascar,1,0,African Nations Cup qualifier,Nigeria,False
2001-06-02,Gabon,Tunisia,1,1,African Nations Cup qualifier,Gabon,False
2001-06-02,Brazil,Canada,0,0,Confederations Cup,Japan,True
2001-06-02,Paraguay,Chile,1,0,World Cup qualifier,Paraguay,False
2001-06-02,Peru,Ecuador,1,2,World Cup qualifier,Peru,False
2001-06-02,Wales,Poland,1,2,World Cup qualifier,Wales,False
2001-06-02,Northern Ireland,Bulgaria,0,1,World Cup qualifier,Northern Ireland,False
2001-06-02,Romania,Hungary,2,0,World Cup qualifier,Romania,False
2001-06-02,Belgium,Latvia,3,1,World Cup qualifier,Belgium,False
2001-06-02,Faroe Islands,Switzerland,0,1,World Cup qualifier,Faroe Islands,False
2001-06-02,Estonia,Netherlands,2,4,World Cup qualifier,Estonia,False
2001-06-02,Finland,Germany,2,2,World Cup qualifier,Finland,False
2001-06-02,Sweden,Slovakia,2,0,World Cup qualifier,Sweden,False
2001-06-02,Ukraine,Norway,0,0,World Cup qualifier,Ukraine,False
2001-06-02,Georgia,Italy,1,2,World Cup qualifier,Georgia,False
2001-06-02,Slovenia,Luxembourg,2,0,World Cup qualifier,Slovenia,False
2001-06-02,Russia,Yugoslavia,1,1,World Cup qualifier,Russia,False
2001-06-02,Denmark,Czechia,2,1,World Cup qualifier,Denmark,False
2001-06-02,Spain,Bosnia and Herzegovina,4,1,World Cup qualifier,Spain,False
2001-06-02,Ireland,Portugal,1,1,World Cup qualifier,Ireland,False
2001-06-02,Turkey,Azerbaijan,3,0,World Cup qualifier,Turkey,False
2001-06-02,Armenia,Belarus,0,0,World Cup qualifier,Armenia,False
2001-06-02,Greece,Albania,1,0,World Cup qualifier,Greece,False
2001-06-02,Liechtenstein,Israel,0,3,World Cup qualifier,Liechtenstein,False
2001-06-02,Croatia,San Marino,4,0,World Cup qualifier,Croatia,False
2001-06-02,Iceland,Malta,3,0,World Cup qualifier,Iceland,False
2001-06-02,Macedonia,Moldova,2,2,World Cup qualifier,Macedonia,False
2001-06-03,South Korea,Australia,1,0,Confederations Cup,South Korea,False
2001-06-03,Egypt,Sudan,3,2,African Nations Cup qualifier,Egypt,False
2001-06-03,Liberia,South Africa,1,1,African Nations Cup qualifier,Liberia,False
2001-06-03,Zimbabwe,Ghana,1,2,African Nations Cup qualifier,Zimbabwe,False
2001-06-03,Congo,Mauritius,0,0,African Nations Cup qualifier,Congo,False
2001-06-03,Lesotho,DR Congo,0,0,African Nations Cup qualifier,Lesotho,False
2001-06-03,Gambia,Senegal,0,0,Friendly,The Gambia,True
2001-06-03,Burundi,Burkina Faso,0,0,African Nations Cup qualifier,Burundi,False
2001-06-03,Libya,Ivory Coast,0,3,African Nations Cup qualifier,Libya,False
2001-06-03,Costa Rica,El Salvador,1,1,N Am Ch q & UNCAF Cup,Honduras,True
2001-06-03,Guatemala,Panama,3,1,N Am Ch q & UNCAF Cup,Honduras,True
2001-06-03,France,Mexico,4,0,Confederations Cup,South Korea,True
2001-06-03,Argentina,Colombia,3,0,World Cup qualifier,Argentina,False
2001-06-03,Bolivia,Venezuela,5,0,World Cup qualifier,Bolivia,False
2001-06-04,Japan,Brazil,0,0,Confederations Cup,Japan,False
2001-06-04,Cameroon,Canada,2,0,Confederations Cup,Japan,True
2001-06-04,Cuba,Belize,2,1,Friendly,Cuba,False
2001-06-04,Tahiti,Vanuatu,6,1,World Cup qualifier,New Zealand,True
2001-06-04,Solomon Islands,Cook Islands,9,1,World Cup qualifier,New Zealand,True
2001-06-06,New Zealand,Tahiti,5,0,World Cup qualifier,New Zealand,False
2001-06-06,Vanuatu,Cook Islands,8,1,World Cup qualifier,New Zealand,True
2001-06-06,Greece,England,0,2,World Cup qualifier,Greece,False
2001-06-06,Ukraine,Wales,1,1,World Cup qualifier,Ukraine,False
2001-06-06,Czechia,Northern Ireland,3,1,World Cup qualifier,Czechia,False
2001-06-06,Hungary,Georgia,4,1,World Cup qualifier,Hungary,False
2001-06-06,San Marino,Belgium,1,4,World Cup qualifier,San Marino,False
2001-06-06,Switzerland,Slovenia,0,1,World Cup qualifier,Switzerland,False
2001-06-06,Albania,Germany,0,2,World Cup qualifier,Albania,False
2001-06-06,Sweden,Moldova,6,0,World Cup qualifier,Sweden,False
2001-06-06,Norway,Belarus,1,1,World Cup qualifier,Norway,False
2001-06-06,Luxembourg,Russia,1,2,World Cup qualifier,Luxembourg,False
2001-06-06,Denmark,Malta,2,1,World Cup qualifier,Denmark,False
2001-06-06,Estonia,Ireland,0,2,World Cup qualifier,Estonia,False
2001-06-06,Armenia,Poland,1,1,World Cup qualifier,Armenia,False
2001-06-06,Israel,Spain,1,1,World Cup qualifier,Israel,False
2001-06-06,Portugal,Cyprus,6,0,World Cup qualifier,Portugal,False
2001-06-06,Lithuania,Romania,1,2,World Cup qualifier,Lithuania,False
2001-06-06,Latvia,Croatia,0,1,World Cup qualifier,Latvia,False
2001-06-06,Turkey,Macedonia,3,3,World Cup qualifier,Turkey,False
2001-06-06,Iceland,Bulgaria,1,1,World Cup qualifier,Iceland,False
2001-06-06,Azerbaijan,Slovakia,2,0,World Cup qualifier,Azerbaijan,False
2001-06-06,Faroe Islands,Yugoslavia,0,6,World Cup qualifier,Faroe Islands,False
2001-06-07,Japan,Australia,1,0,Confederations Cup,Japan,False
2001-06-07,United States,Ecuador,0,0,Friendly,United States,False
2001-06-07,France,Brazil,2,1,Confederations Cup,South Korea,True
2001-06-08,New Zealand,Cook Islands,2,0,World Cup qualifier,New Zealand,False
2001-06-08,Solomon Islands,Vanuatu,7,2,World Cup qualifier,New Zealand,True
2001-06-09,Australia,Brazil,1,0,Confederations Cup,South Korea,True
2001-06-10,Japan,France,0,1,Confederations Cup,Japan,False
2001-06-10,Kenya,Egypt,1,1,Friendly,Kenya,False
2001-06-10,Angola,Mauritius,1,0,COSAFA Cup,Angola,False
2001-06-10,Sierra Leone,Gambia,1,1,Friendly,Sierra Leone,False
2001-06-10,Jamaica,Cuba,4,1,Friendly,Jamaica,False
2001-06-10,Panama,Trinidad and Tobago,0,0,Friendly,Panama,False
2001-06-11,New Zealand,Solomon Islands,5,1,World Cup qualifier,New Zealand,False
2001-06-11,Tahiti,Cook Islands,6,0,World Cup qualifier,New Zealand,True
2001-06-13,New Zealand,Vanuatu,7,0,World Cup qualifier,New Zealand,False
2001-06-13,Tahiti,Solomon Islands,2,0,World Cup qualifier,New Zealand,True
2001-06-16,Madagascar,Zambia,0,1,African Nations Cup qualifier,Madagascar,False
2001-06-16,Mauritius,Liberia,0,2,African Nations Cup qualifier,Mauritius,False
2001-06-16,Namibia,Nigeria,0,2,African Nations Cup qualifier,Namibia,False
2001-06-16,Morocco,Gabon,0,1,African Nations Cup qualifier,Morocco,False
2001-06-16,Jamaica,United States,0,0,World Cup qualifier,Jamaica,False
2001-06-16,Mexico,Costa Rica,1,2,World Cup qualifier,Mexico,False
2001-06-16,Trinidad and Tobago,Honduras,2,4,World Cup qualifier,Trinidad and Tobago,False
2001-06-17,Ivory Coast,Egypt,2,2,African Nations Cup qualifier,Ivory Coast,False
2001-06-17,South Africa,Congo,0,0,African Nations Cup qualifier,South Africa,False
2001-06-17,Tunisia,Kenya,4,1,African Nations Cup qualifier,Tunisia,False
2001-06-17,DR Congo,Zimbabwe,2,1,African Nations Cup qualifier,DR Congo,False
2001-06-17,Ghana,Lesotho,3,1,African Nations Cup qualifier,Ghana,False
2001-06-17,Angola,Burundi,2,1,African Nations Cup qualifier,Angola,False
2001-06-17,Togo,Senegal,1,0,African Nations Cup qualifier,Togo,False
2001-06-17,Sudan,Libya,1,0,African Nations Cup qualifier,Sudan,False
2001-06-17,Burkina Faso,Algeria,1,0,African Nations Cup qualifier,Burkina Faso,False
2001-06-20,New Zealand,Australia,0,2,World Cup qualifier,New Zealand,False
2001-06-20,United States,Trinidad and Tobago,2,0,World Cup qualifier,United States,False
2001-06-20,Costa Rica,Jamaica,2,1,World Cup qualifier,Costa Rica,False
2001-06-20,Honduras,Mexico,3,1,World Cup qualifier,Honduras,False
2001-06-21,Malaysia,Bahrain,2,4,Independence Tournament,Malaysia,False
2001-06-23,Bosnia and Herzegovina,Bahrain,1,0,Independence Tournament,Malaysia,True
2001-06-23,Bermuda,Trinidad and Tobago,0,5,Friendly,Bermuda,False
2001-06-24,Australia,New Zealand,4,1,World Cup qualifier,Australia,False
2001-06-24,Lesotho,Zambia,1,2,COSAFA Cup,Lesotho,False
2001-06-24,Belize,Cuba,3,2,Friendly,Belize,False
2001-06-25,Malaysia,Bosnia and Herzegovina,2,2,Independence Tournament,Malaysia,False
2001-06-26,Uzbekistan,India,2,1,Independence Tournament,Malaysia,True
2001-06-28,Uzbekistan,Bahrain,2,0,Independence Tournament,Malaysia,True
2001-06-28,Paraguay,Yugoslavia,2,0,Friendly tournament,Japan,True
2001-06-29,Libya,Angola,1,1,World Cup qualifier,Libya,False
2001-06-30,Uzbekistan,Bosnia and Herzegovina,2,1,Independence Tournament,Malaysia,True
2001-06-30,Morocco,Egypt,1,0,World Cup qualifier,Morocco,False
2001-06-30,Namibia,Algeria,0,4,World Cup qualifier,Namibia,False
2001-06-30,Trinidad and Tobago,Jamaica,1,2,World Cup qualifier,Trinidad and Tobago,False
2001-07-01,Japan,Paraguay,2,0,Friendly tournament,Japan,False
2001-07-01,Burkina Faso,South Africa,1,1,World Cup qualifier,Burkina Faso,False
2001-07-01,Ivory Coast,Madagascar,6,0,World Cup qualifier,Ivory Coast,False
2001-07-01,Sudan,Nigeria,0,4,World Cup qualifier,Sudan,False
2001-07-01,Liberia,Ghana,1,2,World Cup qualifier,Liberia,False
2001-07-01,Cameroon,Togo,2,0,World Cup qualifier,Cameroon,False
2001-07-01,Tunisia,Congo,6,0,World Cup qualifier,Tunisia,False
